Q_LBS, eps, pathLength, niters, approxDist, origDist, truePath, time
Q6_LBS0, 0.8, 6, 5, 0.3885618083164127, 0.9445567921994527, 44 34 35 25 35 25, 0:00:04.997111
Q6_LBS1, 0.8, 6, 5, 0.8, 0.8, 44 34 35 25 35 25, 0:00:01.907630
Q6_LBS2, 0.8, 6, 5, 2.1181399398932967, 2.20361064835718, 44 34 35 25 35 25, 0:00:04.537378
Q6_LBS0, 1, 6, 5, 0.45522847498307933, 0.9120008408604608, 44 34 35 25 35 25, 0:00:05.456464
Q6_LBS1, 1, 6, 5, 0.4, 0.4, 44 34 35 25 35 25, 0:00:02.254437
Q6_LBS2, 1, 6, 5, 1.3426903849012666, 1.3426903849012666, 44 34 35 25 35 25, 0:00:03.180125
Q7_LBS0, 0.3, 6, 5, 3.706557786816518, 3.9018388585615043, 44 45 55 45 46 56, 0:00:04.240416
Q7_LBS1, 0.3, 6, 5, 3.996193433182588, 3.6709342390824005, 44 45 55 45 46 56, 0:00:03.847964
Q7_LBS2, 0.3, 6, 5, 2.8985132209973106, 2.9157650326690994, 44 45 55 45 46 56, 0:00:04.470236
Q7_LBS0, 0.4, 6, 5, 1.808289506463283, 2.3712675185268894, 44 45 55 45 46 56, 0:00:04.237440
Q7_LBS1, 0.4, 6, 5, 1.654608793977384, 1.6161760458079524, 44 45 55 45 46 56, 0:00:02.520403
Q7_LBS2, 0.4, 6, 5, 1.796541474276848, 1.796541474276848, 44 45 55 45 46 56, 0:00:02.301859
Q7_LBS0, 0.5, 6, 5, 1.040001933878581, 1.575357922491942, 44 45 55 45 46 56, 0:00:04.955964
Q7_LBS1, 0.5, 6, 5, 1.565685424949238, 1.565685424949238, 44 45 55 45 46 56, 0:00:01.884372
Q7_LBS2, 0.5, 6, 5, 1.9447363114942346, 1.9447363114942346, 44 45 55 45 46 56, 0:00:02.387721
Q7_LBS0, 0.6, 6, 5, 1.1435711929788421, 1.4752458558863126, 44 45 55 45 46 56, 0:00:04.743189
Q7_LBS1, 0.6, 6, 5, 2.7500848127563544, 2.614855592802703, 44 45 55 45 46 56, 0:00:03.432043
Q7_LBS2, 0.6, 6, 5, 1.2707848397853363, 1.2707848397853363, 44 45 55 45 46 56, 0:00:02.379598
Q7_LBS0, 0.8, 6, 5, 0.8630066573842078, 1.2103111004192373, 44 45 55 45 46 56, 0:00:04.756665
Q7_LBS1, 0.8, 6, 5, 1.1729702299914697, 1.094427190999916, 44 45 55 45 46 56, 0:00:01.814953
Q7_LBS2, 0.8, 6, 5, 0.941932680299464, 0.941932680299464, 44 45 55 45 46 56, 0:00:02.243464
Q7_LBS0, 1, 6, 5, 0.5966498312203888, 1.0496580703805514, 44 45 55 45 46 56, 0:00:05.505353
Q7_LBS1, 1, 6, 5, 0.2, 0.2, 44 45 55 45 46 56, 0:00:02.074644
Q7_LBS2, 1, 6, 5, 1.985623900230185, 1.985623900230185, 44 45 55 45 46 56, 0:00:03.900604
Q6_LBS0, 0.3, 6, 5, 2.188825418975849, 3.6074734332238467, 44 43 42 43 42 41, 0:00:04.306864
Q6_LBS1, 0.3, 6, 5, 1.8749561731299496, 1.7952887195111642, 44 43 42 43 42 41, 0:00:03.490584
Q6_LBS2, 0.3, 6, 5, 4.341423523393086, 4.366049152816748, 44 43 42 43 42 41, 0:00:06.100043
Q6_LBS0, 0.4, 6, 5, 1.4766678292301827, 2.330018214736646, 44 43 42 43 42 41, 0:00:04.429931
Q6_LBS1, 0.4, 6, 5, 2.009725435508211, 1.982330288337321, 44 43 42 43 42 41, 0:00:02.730674
Q6_LBS2, 0.4, 6, 5, 2.784958892659419, 2.784958892659419, 44 43 42 43 42 41, 0:00:05.545207
Q6_LBS0, 0.5, 6, 5, 1.3397828435579313, 2.1679170722347583, 44 43 42 43 42 41, 0:00:04.457736
Q6_LBS1, 0.5, 6, 5, 1.7832812330578334, 1.7696932046327134, 44 43 42 43 42 41, 0:00:05.762785
Q6_LBS2, 0.5, 6, 5, 2.5070082666357187, 2.5070082666357187, 44 43 42 43 42 41, 0:00:06.419679
Q6_LBS0, 0.6, 6, 5, 1.1737734478532142, 1.427837017547982, 44 43 42 43 42 41, 0:00:04.863828
Q6_LBS1, 0.6, 6, 5, 1.082842712474619, 1.082842712474619, 44 43 42 43 42 41, 0:00:03.047683
Q6_LBS2, 0.6, 6, 5, 1.4817613992404084, 1.4817613992404084, 44 43 42 43 42 41, 0:00:05.369208
Q6_LBS0, 0.8, 6, 5, 0.5571592214039621, 1.0728031113060639, 44 43 42 43 42 41, 0:00:05.048458
Q6_LBS1, 0.8, 6, 5, 0.8, 0.8, 44 43 42 43 42 41, 0:00:03.435124
Q6_LBS2, 0.8, 6, 5, 1.4554528962338928, 1.4554528962338928, 44 43 42 43 42 41, 0:00:06.432054
Q6_LBS0, 1, 6, 5, 0.44379028329949205, 0.8084238187143051, 44 43 42 43 42 41, 0:00:05.076386
Q6_LBS1, 1, 6, 5, 0.2, 0.2, 44 43 42 43 42 41, 0:00:01.863388
Q6_LBS2, 1, 6, 5, 1.6087276871045828, 1.6087276871045828, 44 43 42 43 42 41, 0:00:07.415005
Q7_LBS0, 0.3, 6, 5, 2.9018476086782554, 3.7969284691345497, 33 34 33 34 35 36, 0:00:04.100591
Q7_LBS1, 0.3, 6, 5, 3.505051018955624, 3.7032583177839937, 33 34 33 34 35 36, 0:00:05.966577
Q7_LBS2, 0.3, 6, 5, 2.7077335080471188, 2.7077335080471188, 33 34 33 34 35 36, 0:00:07.431215
Q7_LBS0, 0.4, 6, 5, 0.8047378541243649, 2.0190219742659714, 33 34 33 34 35 36, 0:00:04.514387
Q7_LBS1, 0.4, 6, 5, 2.445354552482872, 2.445354552482872, 33 34 33 34 35 36, 0:00:07.866138
Q7_LBS2, 0.4, 6, 5, 2.4311127296045143, 2.4311127296045143, 33 34 33 34 35 36, 0:00:07.623988
Q7_LBS0, 0.5, 6, 5, 1.1435711929788421, 2.3031773853473467, 33 34 33 34 35 36, 0:00:04.330718
Q7_LBS1, 0.5, 6, 5, 2.6479929781263896, 2.6479929781263896, 33 34 33 34 35 36, 0:00:07.802514
Q7_LBS2, 0.5, 6, 5, 1.8437946870642266, 1.8437946870642266, 33 34 33 34 35 36, 0:00:08.242608
Q7_LBS0, 0.6, 6, 5, 1.1852116395368015, 1.635775927497221, 33 34 33 34 35 36, 0:00:04.865371
Q7_LBS1, 0.6, 6, 5, 1.697056274847714, 1.697056274847714, 33 34 33 34 35 36, 0:00:07.726530
Q7_LBS2, 0.6, 6, 5, 1.3993803189943048, 1.3993803189943048, 33 34 33 34 35 36, 0:00:08.100356
Q7_LBS0, 0.8, 6, 5, 0.9078689325833263, 1.3494398483838923, 33 34 33 34 35 36, 0:00:04.783843
Q7_LBS1, 0.8, 6, 5, 0.682842712474619, 0.682842712474619, 33 34 33 34 35 36, 0:00:08.267593
Q7_LBS2, 0.8, 6, 5, 0.8822230314689238, 0.8822230314689238, 33 34 33 34 35 36, 0:00:08.343322
Q7_LBS0, 1, 6, 5, 0.3414213562373095, 0.9455226024849499, 33 34 33 34 35 36, 0:00:05.714837
Q7_LBS1, 1, 6, 5, 0.682842712474619, 0.682842712474619, 33 34 33 34 35 36, 0:00:08.446697
Q7_LBS2, 1, 6, 5, 0.3993803189943047, 0.3993803189943047, 33 34 33 34 35 36, 0:00:08.272037
Q6_LBS0, 0.3, 8, 5, 3.0832709386530577, 3.8206895364512614, 35 45 44 43 53 43 33 34, 0:01:18.892241
Q6_LBS1, 0.3, 8, 5, 4.2911905441934195, 4.27430883837977, 35 45 44 43 53 43 33 34, 0:00:14.216522
Q6_LBS2, 0.3, 8, 5, 2.858010152433648, 2.8153697393157753, 35 45 44 43 53 43 33 34, 0:00:17.677101
Q6_LBS0, 0.4, 8, 5, 2.318555574924129, 2.933615994475538, 35 45 44 43 53 43 33 34, 0:01:12.032169
Q6_LBS1, 0.4, 8, 5, 2.7007768460544916, 2.675024004921226, 35 45 44 43 53 43 33 34, 0:00:16.828280
Q6_LBS2, 0.4, 8, 5, 3.314257427533697, 3.314257427533697, 35 45 44 43 53 43 33 34, 0:00:12.822654
Q6_LBS0, 0.5, 8, 5, 1.2348385830773843, 1.9430409103990673, 35 45 44 43 53 43 33 34, 0:00:38.536971
Q6_LBS1, 0.5, 8, 5, 1.247213595499958, 1.247213595499958, 35 45 44 43 53 43 33 34, 0:00:12.404161
Q6_LBS2, 0.5, 8, 5, 2.71935133207064, 2.7286361624834483, 35 45 44 43 53 43 33 34, 0:00:16.030106
Q6_LBS0, 0.6, 8, 5, 1.0178694160529715, 1.5598404209813292, 35 45 44 43 53 43 33 34, 0:00:35.960047
Q6_LBS1, 0.6, 8, 5, 1.0828427124746192, 1.0828427124746192, 35 45 44 43 53 43 33 34, 0:00:11.965023
Q6_LBS2, 0.6, 8, 5, 3.5588365096983035, 3.5588365096983035, 35 45 44 43 53 43 33 34, 0:00:12.564534
Q6_LBS0, 0.8, 8, 5, 0.4121320343559643, 1.0546680026141613, 35 45 44 43 53 43 33 34, 0:00:36.689299
Q6_LBS1, 0.8, 8, 5, 1.695741732923815, 1.695741732923815, 35 45 44 43 53 43 33 34, 0:00:11.910025
Q6_LBS2, 0.8, 8, 5, 2.3337905283099136, 2.3337905283099136, 35 45 44 43 53 43 33 34, 0:00:13.772408
Q6_LBS0, 1, 8, 5, 0.4783890728527864, 1.128068062226928, 35 45 44 43 53 43 33 34, 0:00:41.564649
Q6_LBS1, 1, 8, 5, 0.847213595499958, 0.847213595499958, 35 45 44 43 53 43 33 34, 0:00:12.613912
Q6_LBS2, 1, 8, 5, 1.3099019513592784, 1.3099019513592784, 35 45 44 43 53 43 33 34, 0:00:14.341627
Q7_LBS0, 0.3, 8, 5, 1.8644272679597202, 3.2409270449241765, 66 76 75 74 75 65 66 76, 0:01:17.739140
Q7_LBS1, 0.3, 8, 5, 2.0171974745854397, 1.715298244508295, 66 76 75 74 75 65 66 76, 0:00:13.921435
Q7_LBS2, 0.3, 8, 5, 2.9990131710728827, 2.9990131710728827, 66 76 75 74 75 65 66 76, 0:00:16.754085
Q7_LBS0, 0.4, 8, 5, 1.739262950219233, 2.5043664993042323, 66 76 75 74 75 65 66 76, 0:01:05.958509
Q7_LBS1, 0.4, 8, 5, 2.724951314466245, 2.5210260111007874, 66 76 75 74 75 65 66 76, 0:00:12.052759
Q7_LBS2, 0.4, 8, 5, 2.932845621881857, 2.932845621881857, 66 76 75 74 75 65 66 76, 0:00:17.758199
Q7_LBS0, 0.5, 8, 5, 1.242462120245875, 2.0651511830182847, 66 76 75 74 75 65 66 76, 0:01:00.209633
Q7_LBS1, 0.5, 8, 5, 2.061873243836814, 1.9295783421492982, 66 76 75 74 75 65 66 76, 0:00:11.109047
Q7_LBS2, 0.5, 8, 5, 1.7998894598123603, 1.7998894598123603, 66 76 75 74 75 65 66 76, 0:00:16.312520
Q7_LBS0, 0.6, 8, 5, 1.0551657681494233, 1.7979715411729211, 66 76 75 74 75 65 66 76, 0:00:40.471829
Q7_LBS1, 0.6, 8, 5, 0.6, 0.6, 66 76 75 74 75 65 66 76, 0:00:12.495233
Q7_LBS2, 0.6, 8, 5, 2.2355356054256386, 2.2355356054256386, 66 76 75 74 75 65 66 76, 0:00:14.650538
Q7_LBS0, 0.8, 8, 5, 0.7681980515339464, 1.0994579254699666, 66 76 75 74 75 65 66 76, 0:00:39.258321
Q7_LBS1, 0.8, 8, 5, 0.6, 0.6, 66 76 75 74 75 65 66 76, 0:00:13.693533
Q7_LBS2, 0.8, 8, 5, 1.1520507281684065, 1.1520507281684065, 66 76 75 74 75 65 66 76, 0:00:20.899892
Q7_LBS0, 1, 8, 5, 0.6096194077712559, 1.0589620660493724, 66 76 75 74 75 65 66 76, 0:00:18.667109
Q7_LBS1, 1, 8, 5, 0.6472135954999579, 0.6472135954999579, 66 76 75 74 75 65 66 76, 0:00:11.629814
Q7_LBS2, 1, 8, 5, 0.7181980515339464, 0.7181980515339464, 66 76 75 74 75 65 66 76, 0:00:18.558396
Q6_LBS0, 0.3, 8, 5, 2.342261523220996, 3.3812106382779517, 55 65 66 65 64 63 64 74, 0:01:17.352031
Q6_LBS1, 0.3, 8, 5, 3.5435960612594615, 3.5704485824779675, 55 65 66 65 64 63 64 74, 0:00:12.799692
Q6_LBS2, 0.3, 8, 5, 2.8849598282739777, 2.8849598282739777, 55 65 66 65 64 63 64 74, 0:00:12.453035
Q6_LBS0, 0.4, 8, 5, 1.80839568918381, 2.2803032619480383, 55 65 66 65 64 63 64 74, 0:00:53.991860
Q6_LBS1, 0.4, 8, 5, 2.141640786499874, 2.141640786499874, 55 65 66 65 64 63 64 74, 0:00:11.834856
Q6_LBS2, 0.4, 8, 5, 2.660827135772534, 2.660827135772534, 55 65 66 65 64 63 64 74, 0:00:11.852012
Q6_LBS0, 0.5, 8, 5, 1.2499187322923444, 1.9145424817149774, 55 65 66 65 64 63 64 74, 0:00:40.692289
Q6_LBS1, 0.5, 8, 5, 1.8128990204491962, 1.8128990204491962, 55 65 66 65 64 63 64 74, 0:00:14.041669
Q6_LBS2, 0.5, 8, 5, 2.6359154124105078, 2.6359154124105078, 55 65 66 65 64 63 64 74, 0:00:13.550274
Q6_LBS0, 0.6, 8, 5, 1.100479748150455, 1.8223198628832191, 55 65 66 65 64 63 64 74, 0:01:00.550453
Q6_LBS1, 0.6, 8, 5, 1.4957417329238152, 1.4957417329238152, 55 65 66 65 64 63 64 74, 0:00:14.635791
Q6_LBS2, 0.6, 8, 5, 3.03358232225819, 3.03358232225819, 55 65 66 65 64 63 64 74, 0:00:12.715905
Q6_LBS0, 0.8, 8, 5, 1.04708124533266, 2.0127968078299374, 55 65 66 65 64 63 64 74, 0:00:29.088185
Q6_LBS1, 0.8, 8, 5, 1.9211102550927976, 1.9211102550927976, 55 65 66 65 64 63 64 74, 0:00:12.963464
Q6_LBS2, 0.8, 8, 5, 2.3249114404040263, 2.247541499659586, 55 65 66 65 64 63 64 74, 0:00:15.483166
Q6_LBS0, 1, 8, 5, 0.47426406871192855, 0.9783609340070434, 55 65 66 65 64 63 64 74, 0:00:18.851639
Q6_LBS1, 1, 8, 5, 0.7887539295887938, 0.8093002899669611, 55 65 66 65 64 63 64 74, 0:00:12.652918
Q6_LBS2, 1, 8, 5, 0.9267766952966369, 0.9267766952966369, 55 65 66 65 64 63 64 74, 0:00:13.675102
Q7_LBS0, 0.3, 8, 5, 1.5565457653284371, 3.423637342698975, 43 42 41 40 41 40 41 42, 0:01:19.583962
Q7_LBS1, 0.3, 8, 5, 3.3900876297230775, 3.399320551644402, 43 42 41 40 41 40 41 42, 0:00:14.646447
Q7_LBS2, 0.3, 8, 5, 2.4045384773516547, 2.4223530358389853, 43 42 41 40 41 40 41 42, 0:00:15.686911
Q7_LBS0, 0.4, 8, 5, 1.7311490672108139, 2.654269496223088, 43 42 41 40 41 40 41 42, 0:01:17.121177
Q7_LBS1, 0.4, 8, 5, 1.9303849434555518, 2.010222076124, 43 42 41 40 41 40 41 42, 0:00:18.113691
Q7_LBS2, 0.4, 8, 5, 1.6761051392508866, 1.6761051392508866, 43 42 41 40 41 40 41 42, 0:00:17.958131
Q7_LBS0, 0.5, 8, 5, 0.9774888238242275, 2.149171700203785, 43 42 41 40 41 40 41 42, 0:01:17.613269
Q7_LBS1, 0.5, 8, 5, 1.2828427124746191, 1.232842712474619, 43 42 41 40 41 40 41 42, 0:00:10.635754
Q7_LBS2, 0.5, 8, 5, 1.2296329447585035, 1.2296329447585035, 43 42 41 40 41 40 41 42, 0:00:15.875463
Q7_LBS0, 0.6, 8, 5, 0.9369677166154768, 1.6490302866743027, 43 42 41 40 41 40 41 42, 0:00:33.053885
Q7_LBS1, 0.6, 8, 5, 1.2485281374238573, 1.1571067811865476, 43 42 41 40 41 40 41 42, 0:00:08.657056
Q7_LBS2, 0.6, 8, 5, 1.639445670817627, 1.639445670817627, 43 42 41 40 41 40 41 42, 0:00:16.350480
Q7_LBS0, 0.8, 8, 5, 0.26213203435596427, 1.2996775902608564, 43 42 41 40 41 40 41 42, 0:00:29.869546
Q7_LBS1, 0.8, 8, 5, 1.448528137423857, 1.448528137423857, 43 42 41 40 41 40 41 42, 0:00:12.471679
Q7_LBS2, 0.8, 8, 5, 0.9618033988749894, 0.9618033988749894, 43 42 41 40 41 40 41 42, 0:00:17.636378
Q7_LBS0, 1, 8, 5, 0.3621320343559643, 0.8718887395684141, 43 42 41 40 41 40 41 42, 0:00:14.544497
Q7_LBS1, 1, 8, 5, 1.2548033730539194, 1.2873562402042278, 43 42 41 40 41 40 41 42, 0:00:15.629455
Q7_LBS2, 1, 8, 5, 0.8427050983124842, 0.8427050983124842, 43 42 41 40 41 40 41 42, 0:00:17.273600
Q6_LBS0, 0.3, 8, 5, 3.801179515562611, 4.214399929540747, 34 24 34 24 34 33 43 53, 0:01:17.303825
Q6_LBS1, 0.3, 8, 5, 2.81103997743211, 2.81103997743211, 34 24 34 24 34 33 43 53, 0:00:14.602802
Q6_LBS2, 0.3, 8, 5, 3.8730754088443553, 3.770452806532678, 34 24 34 24 34 33 43 53, 0:00:16.458209
Q6_LBS0, 0.4, 8, 5, 1.531107669672616, 2.1502470800837985, 34 24 34 24 34 33 43 53, 0:01:13.837139
Q6_LBS1, 0.4, 8, 5, 2.341640786499874, 2.341640786499874, 34 24 34 24 34 33 43 53, 0:00:14.437194
Q6_LBS2, 0.4, 8, 5, 2.719927782145047, 2.6790530689703758, 34 24 34 24 34 33 43 53, 0:00:14.449504
Q6_LBS0, 0.5, 8, 5, 0.9628441628835549, 2.275165938407574, 34 24 34 24 34 33 43 53, 0:01:10.674233
Q6_LBS1, 0.5, 8, 5, 1.8601126159491541, 1.8601126159491541, 34 24 34 24 34 33 43 53, 0:00:15.428758
Q6_LBS2, 0.5, 8, 5, 1.8316483540788286, 1.8316483540788286, 34 24 34 24 34 33 43 53, 0:00:14.080295
Q6_LBS0, 0.6, 8, 5, 0.9593870273941202, 1.277429849034013, 34 24 34 24 34 33 43 53, 0:00:23.340446
Q6_LBS1, 0.6, 8, 5, 2.457076657157208, 2.457076657157208, 34 24 34 24 34 33 43 53, 0:00:15.896876
Q6_LBS2, 0.6, 8, 5, 2.6848597079124743, 2.6848597079124743, 34 24 34 24 34 33 43 53, 0:00:11.724078
Q6_LBS0, 0.8, 8, 5, 0.6076783947341317, 1.103483037696037, 34 24 34 24 34 33 43 53, 0:00:32.541609
Q6_LBS1, 0.8, 8, 5, 0.4, 0.4, 34 24 34 24 34 33 43 53, 0:00:15.123141
Q6_LBS2, 0.8, 8, 5, 2.1869008217032935, 2.1869008217032935, 34 24 34 24 34 33 43 53, 0:00:13.440873
Q6_LBS0, 1, 8, 5, 0.4621320343559643, 1.2355834672546628, 34 24 34 24 34 33 43 53, 0:00:32.105342
Q6_LBS1, 1, 8, 5, 1.9074638375981512, 1.9074638375981512, 34 24 34 24 34 33 43 53, 0:00:14.698707
Q6_LBS2, 1, 8, 5, 1.2292517871608175, 1.2292517871608175, 34 24 34 24 34 33 43 53, 0:00:12.132921
Q7_LBS0, 0.3, 8, 5, 2.6524846474929777, 3.9551398931584405, 63 73 72 73 72 71 72 62, 0:01:12.109026
Q7_LBS1, 0.3, 8, 5, 2.930639785649683, 3.137863631897235, 63 73 72 73 72 71 72 62, 0:00:15.147152
Q7_LBS2, 0.3, 8, 5, 3.0889975208799223, 3.0889975208799223, 63 73 72 73 72 71 72 62, 0:00:17.111196
Q7_LBS0, 0.4, 8, 5, 1.5894847329068953, 2.753284282731521, 63 73 72 73 72 71 72 62, 0:01:07.190660
Q7_LBS1, 0.4, 8, 5, 2.635230856902751, 2.604503776692947, 63 73 72 73 72 71 72 62, 0:00:12.865878
Q7_LBS2, 0.4, 8, 5, 2.3859625974006464, 2.4315465802110134, 63 73 72 73 72 71 72 62, 0:00:15.941593
Q7_LBS0, 0.5, 8, 5, 1.000576003254294, 1.8475298305666887, 63 73 72 73 72 71 72 62, 0:00:31.808332
Q7_LBS1, 0.5, 8, 5, 1.1947423664534476, 1.165685424949238, 63 73 72 73 72 71 72 62, 0:00:13.006582
Q7_LBS2, 0.5, 8, 5, 2.1244520748088935, 2.1244520748088935, 63 73 72 73 72 71 72 62, 0:00:14.517085
Q7_LBS0, 0.6, 8, 5, 1.4303849434555518, 2.1349270249564, 63 73 72 73 72 71 72 62, 0:00:50.302958
Q7_LBS1, 0.6, 8, 5, 1.6425718353771572, 1.651386857714606, 63 73 72 73 72 71 72 62, 0:00:14.475551
Q7_LBS2, 0.6, 8, 5, 1.8052499859067201, 1.8052499859067201, 63 73 72 73 72 71 72 62, 0:00:16.765498
Q7_LBS0, 0.8, 8, 5, 0.7474873734152916, 1.0049236367138095, 63 73 72 73 72 71 72 62, 0:00:13.831433
Q7_LBS1, 0.8, 8, 5, 0.8, 0.8, 63 73 72 73 72 71 72 62, 0:00:14.766911
Q7_LBS2, 0.8, 8, 5, 1.480097705512775, 1.480097705512775, 63 73 72 73 72 71 72 62, 0:00:18.649692
Q7_LBS0, 1, 8, 5, 0.5178694160529717, 0.9722748640824298, 63 73 72 73 72 71 72 62, 0:00:15.008375
Q7_LBS1, 1, 8, 5, 1.165685424949238, 1.165685424949238, 63 73 72 73 72 71 72 62, 0:00:14.857595
Q7_LBS2, 1, 8, 5, 1.199070478491457, 1.199070478491457, 63 73 72 73 72 71 72 62, 0:00:15.475246
Q6_LBS0, 0.3, 10, 5, 2.7338098699107927, 3.9653678417122586, 33 32 42 43 33 34 24 25 26 27, 0:15:54.725183
Q6_LBS1, 0.3, 10, 5, 3.1385792045116427, 3.1059688704709267, 33 32 42 43 33 34 24 25 26 27, 0:00:56.096184
